order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_0000172,CUST_000212,delivered,2023-06-21 05:54:01,2023-06-21 14:54:01,2023-06-24 14:54:01,2023-06-25 05:54:01,2023-06-23 05:54:01
ORD_0000173,CUST_000108,canceled,2023-06-20 12:06:06,2023-06-20 17:06:06,,,2023-07-04 12:06:06
ORD_0000174,CUST_000269,delivered,2025-02-22 02:06:16,2025-02-23 18:06:16,2025-02-27 18:06:16,2025-03-02 02:06:16,2025-03-03 02:06:16
ORD_0000175,CUST_000118,delivered,2023-09-11 23:18:28,2023-09-13 16:18:28,2023-09-18 16:18:28,2023-09-19 23:18:28,2023-09-26 23:18:28
ORD_0000176,CUST_000183,canceled,2023-11-30 15:29:55,2023-12-02 02:29:55,,,2023-12-14 15:29:55
ORD_0000177,CUST_000228,delivered,2023-05-19 22:34:11,2023-05-21 12:34:11,2023-05-26 12:34:11,2023-05-28 22:34:11,2023-06-02 22:34:11
ORD_0000178,CUST_000159,delivered,2023-12-22 15:34:14,2023-12-22 21:34:14,2023-12-25 21:34:14,2023-12-31 15:34:14,2024-01-03 15:34:14
ORD_0000179,CUST_000134,delivered,2023-06-09 09:00:00,2023-06-10 19:00:00,2023-06-12 19:00:00,2023-06-18 09:00:00,2023-06-15 09:00:00
ORD_0000180,CUST_000353,delivered,2024-05-18 15:19:00,2024-05-19 19:19:00,2024-05-24 19:19:00,2024-06-05 15:19:00,2024-06-05 15:19:00
ORD_0000181,CUST_000408,shipped,2023-01-08 17:23:12,2023-01-09 20:23:12,2023-01-13 20:23:12,,2023-01-28 17:23:12
ORD_0000182,CUST_000200,delivered,2025-04-28 12:14:16,2025-04-28 18:14:16,2025-04-30 18:14:16,2025-05-07 12:14:16,2025-05-12 12:14:16
ORD_0000183,CUST_000392,delivered,2025-03-30 19:51:44,2025-04-01 15:51:44,2025-04-06 15:51:44,2025-04-08 19:51:44,2025-04-06 19:51:44
ORD_0000184,CUST_000094,delivered,2023-05-20 09:07:40,2023-05-21 15:07:40,2023-05-24 15:07:40,2023-05-27 09:07:40,2023-06-02 09:07:40
ORD_0000185,CUST_000252,canceled,2023-07-12 10:01:09,2023-07-12 14:01:09,,,2023-08-04 10:01:09
ORD_0000186,CUST_000138,delivered,2023-05-09 22:28:46,2023-05-09 23:28:46,2023-05-11 23:28:46,2023-05-21 22:28:46,2023-05-18 22:28:46
ORD_0000187,CUST_000253,unavailable,2023-08-11 10:26:19,2023-08-12 18:26:19,,,2023-08-24 10:26:19
ORD_0000188,CUST_000042,delivered,2025-02-07 04:03:17,2025-02-08 06:03:17,2025-02-12 06:03:17,2025-02-16 04:03:17,2025-02-15 04:03:17
ORD_0000189,CUST_000099,unavailable,2023-09-14 12:53:00,2023-09-14 20:53:00,,,2023-09-29 12:53:00
ORD_0000190,CUST_000127,delivered,2025-01-25 01:12:29,2025-01-27 01:12:29,2025-02-01 01:12:29,2025-01-30 01:12:29,2025-02-06 01:12:29
ORD_0000191,CUST_000107,delivered,2024-04-29 12:43:19,2024-04-30 09:43:19,2024-05-01 09:43:19,2024-05-09 12:43:19,2024-05-07 12:43:19
ORD_0000192,CUST_000130,shipped,2024-05-07 20:19:12,2024-05-08 20:19:12,2024-05-10 20:19:12,,2024-05-09 20:19:12
ORD_0000193,CUST_000121,delivered,2024-10-10 13:20:00,2024-10-11 00:20:00,2024-10-16 00:20:00,2024-10-22 13:20:00,2024-10-19 13:20:00
ORD_0000194,CUST_000497,delivered,2023-02-13 18:50:44,2023-02-15 01:50:44,2023-02-17 01:50:44,2023-02-24 18:50:44,2023-02-26 18:50:44
ORD_0000195,CUST_000395,delivered,2023-04-02 07:10:31,2023-04-02 13:10:31,2023-04-05 13:10:31,2023-04-27 07:10:31,2023-05-04 07:10:31
ORD_0000196,CUST_000031,delivered,2023-03-03 11:41:09,2023-03-05 08:41:09,2023-03-06 08:41:09,2023-03-06 11:41:09,2023-03-05 11:41:09
ORD_0000197,CUST_000250,delivered,2023-08-27 10:35:50,2023-08-29 04:35:50,2023-09-02 04:35:50,2023-09-04 10:35:50,2023-09-07 10:35:50
ORD_0000198,CUST_000184,delivered,2025-01-11 04:16:57,2025-01-11 07:16:57,2025-01-15 07:16:57,2025-01-18 04:16:57,2025-01-23 04:16:57
ORD_0000199,CUST_000151,delivered,2024-07-09 22:31:12,2024-07-11 11:31:12,2024-07-14 11:31:12,2024-07-15 22:31:12,2024-07-21 22:31:12
ORD_0000200,CUST_000469,delivered,2024-07-21 05:04:33,2024-07-21 15:04:33,2024-07-24 15:04:33,2024-08-07 05:04:33,2024-08-12 05:04:33
ORD_0000201,CUST_000188,delivered,2024-04-09 00:49:40,2024-04-10 09:49:40,2024-04-12 09:49:40,2024-04-20 00:49:40,2024-04-22 00:49:40
ORD_0000202,CUST_000398,delivered,2024-09-27 07:20:46,2024-09-27 12:20:46,2024-10-02 12:20:46,2024-10-06 07:20:46,2024-10-09 07:20:46
ORD_0000203,CUST_000098,delivered,2024-06-20 21:31:49,2024-06-22 09:31:49,2024-06-25 09:31:49,2024-06-29 21:31:49,2024-06-27 21:31:49
ORD_0000204,CUST_000050,delivered,2024-06-19 21:04:02,2024-06-20 06:04:02,2024-06-21 06:04:02,2024-07-03 21:04:02,2024-07-03 21:04:02
ORD_0000205,CUST_000055,delivered,2024-05-12 06:06:02,2024-05-13 19:06:02,2024-05-17 19:06:02,2024-05-18 06:06:02,2024-05-24 06:06:02
ORD_0000206,CUST_000132,delivered,2023-02-20 11:14:38,2023-02-22 09:14:38,2023-02-24 09:14:38,2023-02-25 11:14:38,2023-03-04 11:14:38
ORD_0000207,CUST_000252,delivered,2023-03-23 14:51:40,2023-03-23 18:51:40,2023-03-27 18:51:40,2023-04-09 14:51:40,2023-04-06 14:51:40
ORD_0000208,CUST_000422,delivered,2024-09-23 08:33:02,2024-09-25 07:33:02,2024-09-28 07:33:02,2024-09-26 08:33:02,2024-09-24 08:33:02
ORD_0000209,CUST_000484,delivered,2023-08-10 16:06:06,2023-08-12 15:06:06,2023-08-16 15:06:06,2023-08-19 16:06:06,2023-08-19 16:06:06
ORD_0000210,CUST_000292,delivered,2024-10-02 05:35:47,2024-10-03 17:35:47,2024-10-04 17:35:47,2024-10-13 05:35:47,2024-10-20 05:35:47
ORD_0000211,CUST_000296,delivered,2024-01-02 21:29:44,2024-01-04 16:29:44,2024-01-05 16:29:44,2024-01-17 21:29:44,2024-01-20 21:29:44
ORD_0000212,CUST_000259,delivered,2023-12-12 21:10:34,2023-12-14 12:10:34,2023-12-17 12:10:34,2023-12-21 21:10:34,2023-12-23 21:10:34
ORD_0000213,CUST_000282,delivered,2023-11-29 11:26:48,2023-12-01 04:26:48,2023-12-04 04:26:48,2023-12-10 11:26:48,2023-12-10 11:26:48
ORD_0000214,CUST_000193,delivered,2025-02-23 17:59:47,2025-02-24 10:59:47,2025-02-28 10:59:47,2025-03-08 17:59:47,2025-03-12 17:59:47
ORD_0000215,CUST_000492,delivered,2024-02-11 00:46:02,2024-02-11 19:46:02,2024-02-16 19:46:02,2024-02-23 00:46:02,2024-02-20 00:46:02
ORD_0000216,CUST_000154,delivered,2023-08-16 06:54:20,2023-08-16 08:54:20,2023-08-19 08:54:20,2023-08-28 06:54:20,2023-09-02 06:54:20
ORD_0000217,CUST_000262,delivered,2024-07-23 18:59:36,2024-07-24 04:59:36,2024-07-28 04:59:36,2024-07-30 18:59:36,2024-08-01 18:59:36
ORD_0000218,CUST_000456,delivered,2024-08-19 07:14:16,2024-08-20 03:14:16,2024-08-24 03:14:16,2024-08-30 07:14:16,2024-09-05 07:14:16
ORD_0000219,CUST_000470,delivered,2023-08-11 23:04:46,2023-08-12 20:04:46,2023-08-14 20:04:46,2023-08-19 23:04:46,2023-08-25 23:04:46
ORD_0000220,CUST_000420,delivered,2023-04-08 19:41:19,2023-04-08 22:41:19,2023-04-13 22:41:19,2023-04-16 19:41:19,2023-04-19 19:41:19
ORD_0000221,CUST_000041,delivered,2025-03-09 01:58:49,2025-03-09 23:58:49,2025-03-13 23:58:49,2025-03-11 01:58:49,2025-03-11 01:58:49
ORD_0000222,CUST_000383,delivered,2024-10-30 19:59:00,2024-11-01 12:59:00,2024-11-05 12:59:00,2024-11-12 19:59:00,2024-11-09 19:59:00
ORD_0000223,CUST_000157,delivered,2024-06-20 01:20:34,2024-06-21 14:20:34,2024-06-26 14:20:34,2024-06-29 01:20:34,2024-07-06 01:20:34
ORD_0000224,CUST_000375,delivered,2024-02-07 14:48:38,2024-02-09 03:48:38,2024-02-11 03:48:38,2024-02-17 14:48:38,2024-02-20 14:48:38
ORD_0000225,CUST_000149,delivered,2025-03-16 12:09:08,2025-03-17 10:09:08,2025-03-22 10:09:08,2025-03-24 12:09:08,2025-03-25 12:09:08
ORD_0000226,CUST_000044,delivered,2024-02-13 16:27:49,2024-02-15 13:27:49,2024-02-17 13:27:49,2024-02-21 16:27:49,2024-02-25 16:27:49
ORD_0000227,CUST_000287,delivered,2023-07-22 15:25:41,2023-07-24 04:25:41,2023-07-29 04:25:41,2023-08-02 15:25:41,2023-08-02 15:25:41
ORD_0000228,CUST_000037,delivered,2023-09-30 13:20:43,2023-10-02 02:20:43,2023-10-06 02:20:43,2023-10-10 13:20:43,2023-10-13 13:20:43
ORD_0000229,CUST_000188,delivered,2023-12-23 06:20:22,2023-12-24 21:20:22,2023-12-27 21:20:22,2024-01-01 06:20:22,2024-01-05 06:20:22
ORD_0000230,CUST_000320,delivered,2023-05-30 14:02:59,2023-05-31 05:02:59,2023-06-03 05:02:59,2023-06-13 14:02:59,2023-06-12 14:02:59
ORD_0000231,CUST_000388,delivered,2025-01-15 02:07:47,2025-01-15 06:07:47,2025-01-20 06:07:47,2025-01-28 02:07:47,2025-01-29 02:07:47
ORD_0000232,CUST_000008,delivered,2023-12-18 22:51:07,2023-12-19 18:51:07,2023-12-20 18:51:07,2023-12-23 22:51:07,2023-12-25 22:51:07
ORD_0000233,CUST_000108,delivered,2025-01-27 17:13:13,2025-01-29 04:13:13,2025-02-01 04:13:13,2025-02-04 17:13:13,2025-02-03 17:13:13
ORD_0000234,CUST_000356,processing,2024-12-16 21:01:24,2024-12-18 11:01:24,,,2025-01-02 21:01:24
ORD_0000235,CUST_000023,delivered,2023-09-19 05:03:18,2023-09-19 18:03:18,2023-09-24 18:03:18,2023-09-30 05:03:18,2023-09-27 05:03:18
ORD_0000236,CUST_000035,delivered,2024-02-02 21:17:42,2024-02-04 16:17:42,2024-02-05 16:17:42,2024-02-13 21:17:42,2024-02-10 21:17:42
ORD_0000237,CUST_000150,unavailable,2024-10-26 12:14:24,2024-10-27 21:14:24,,,2024-11-17 12:14:24
ORD_0000238,CUST_000273,delivered,2023-04-01 05:12:32,2023-04-02 11:12:32,2023-04-03 11:12:32,2023-04-10 05:12:32,2023-04-07 05:12:32
ORD_0000239,CUST_000127,delivered,2024-06-26 09:21:31,2024-06-27 11:21:31,2024-06-28 11:21:31,2024-07-02 09:21:31,2024-07-09 09:21:31
ORD_0000240,CUST_000155,delivered,2023-08-30 16:17:51,2023-08-30 20:17:51,2023-09-03 20:17:51,2023-09-09 16:17:51,2023-09-06 16:17:51
ORD_0000241,CUST_000484,processing,2024-07-22 08:14:09,2024-07-23 06:14:09,,,2024-08-01 08:14:09
ORD_0000242,CUST_000267,delivered,2024-11-25 19:55:40,2024-11-27 15:55:40,2024-11-29 15:55:40,2024-12-02 19:55:40,2024-12-08 19:55:40
ORD_0000243,CUST_000079,delivered,2024-03-12 09:58:38,2024-03-13 07:58:38,2024-03-15 07:58:38,2024-03-20 09:58:38,2024-03-25 09:58:38
ORD_0000244,CUST_000351,delivered,2025-03-30 06:55:08,2025-03-31 02:55:08,2025-04-05 02:55:08,2025-04-08 06:55:08,2025-04-07 06:55:08
ORD_0000245,CUST_000221,processing,2025-02-27 04:41:59,2025-02-28 17:41:59,,,2025-03-03 04:41:59
ORD_0000246,CUST_000095,shipped,2023-11-22 04:46:01,2023-11-23 01:46:01,2023-11-27 01:46:01,,2023-12-13 04:46:01
ORD_0000247,CUST_000156,processing,2024-03-29 23:59:52,2024-03-31 16:59:52,,,2024-04-03 23:59:52
ORD_0000248,CUST_000068,delivered,2023-07-09 00:48:39,2023-07-10 16:48:39,2023-07-15 16:48:39,2023-07-22 00:48:39,2023-07-28 00:48:39
ORD_0000249,CUST_000119,delivered,2024-09-02 07:14:43,2024-09-02 09:14:43,2024-09-06 09:14:43,2024-09-20 07:14:43,2024-09-24 07:14:43
ORD_0000250,CUST_000365,delivered,2024-10-27 11:11:54,2024-10-28 12:11:54,2024-10-30 12:11:54,2024-11-17 11:11:54,2024-11-16 11:11:54
ORD_0000251,CUST_000099,processing,2023-08-20 01:26:48,2023-08-20 02:26:48,,,2023-09-09 01:26:48
ORD_0000252,CUST_000104,shipped,2025-02-14 06:04:11,2025-02-15 11:04:11,2025-02-19 11:04:11,,2025-02-23 06:04:11
ORD_0000253,CUST_000444,delivered,2024-04-13 07:27:25,2024-04-13 10:27:25,2024-04-17 10:27:25,2024-04-20 07:27:25,2024-04-26 07:27:25
ORD_0000254,CUST_000305,delivered,2024-07-03 16:41:56,2024-07-05 14:41:56,2024-07-10 14:41:56,2024-07-15 16:41:56,2024-07-13 16:41:56
ORD_0000255,CUST_000232,delivered,2024-04-12 01:56:15,2024-04-13 11:56:15,2024-04-14 11:56:15,2024-04-19 01:56:15,2024-04-26 01:56:15
ORD_0000256,CUST_000493,shipped,2023-02-20 06:18:28,2023-02-21 08:18:28,2023-02-24 08:18:28,,2023-03-09 06:18:28
ORD_0000257,CUST_000086,delivered,2024-03-08 09:39:58,2024-03-08 13:39:58,2024-03-10 13:39:58,2024-03-17 09:39:58,2024-03-15 09:39:58
ORD_0000258,CUST_000370,canceled,2024-05-27 03:11:49,2024-05-28 17:11:49,,,2024-06-12 03:11:49
ORD_0000259,CUST_000070,delivered,2024-02-07 13:20:28,2024-02-07 15:20:28,2024-02-12 15:20:28,2024-02-23 13:20:28,2024-02-27 13:20:28
ORD_0000260,CUST_000047,delivered,2023-09-14 10:44:41,2023-09-16 08:44:41,2023-09-17 08:44:41,2023-09-18 10:44:41,2023-09-16 10:44:41
ORD_0000261,CUST_000059,delivered,2024-12-24 14:40:23,2024-12-24 20:40:23,2024-12-28 20:40:23,2025-01-02 14:40:23,2025-01-08 14:40:23
ORD_0000262,CUST_000487,delivered,2023-06-13 12:35:24,2023-06-13 15:35:24,2023-06-16 15:35:24,2023-06-14 12:35:24,2023-06-20 12:35:24
ORD_0000263,CUST_000447,delivered,2024-11-06 04:10:55,2024-11-06 14:10:55,2024-11-07 14:10:55,2024-11-11 04:10:55,2024-11-15 04:10:55
ORD_0000264,CUST_000148,canceled,2024-10-03 05:07:57,2024-10-03 14:07:57,,,2024-10-15 05:07:57
ORD_0000265,CUST_000319,shipped,2025-02-22 08:00:29,2025-02-23 16:00:29,2025-02-28 16:00:29,,2025-03-11 08:00:29
ORD_0000266,CUST_000122,delivered,2023-08-11 18:42:30,2023-08-13 00:42:30,2023-08-14 00:42:30,2023-08-17 18:42:30,2023-08-23 18:42:30
ORD_0000267,CUST_000308,delivered,2023-01-07 07:56:35,2023-01-08 01:56:35,2023-01-13 01:56:35,2023-01-16 07:56:35,2023-01-15 07:56:35
ORD_0000268,CUST_000076,shipped,2023-02-26 20:22:02,2023-02-27 06:22:02,2023-03-04 06:22:02,,2023-03-16 20:22:02
ORD_0000269,CUST_000153,unavailable,2023-12-06 02:03:06,2023-12-07 05:03:06,,,2023-12-22 02:03:06
ORD_0000270,CUST_000355,delivered,2024-12-17 19:36:50,2024-12-19 07:36:50,2024-12-23 07:36:50,2024-12-27 19:36:50,2025-01-02 19:36:50
ORD_0000271,CUST_000185,delivered,2023-02-06 02:49:19,2023-02-06 23:49:19,2023-02-10 23:49:19,2023-02-18 02:49:19,2023-02-23 02:49:19
ORD_0000272,CUST_000034,shipped,2023-10-27 15:08:07,2023-10-29 12:08:07,2023-11-01 12:08:07,,2023-11-04 15:08:07
ORD_0000273,CUST_000212,delivered,2024-06-21 06:44:13,2024-06-22 22:44:13,2024-06-27 22:44:13,2024-06-28 06:44:13,2024-06-26 06:44:13
ORD_0000274,CUST_000248,delivered,2025-01-11 22:38:59,2025-01-13 20:38:59,2025-01-18 20:38:59,2025-01-17 22:38:59,2025-01-19 22:38:59
ORD_0000275,CUST_000133,delivered,2024-06-22 18:39:22,2024-06-23 03:39:22,2024-06-27 03:39:22,2024-06-28 18:39:22,2024-07-02 18:39:22
ORD_0000276,CUST_000414,unavailable,2023-07-04 19:14:45,2023-07-05 14:14:45,,,2023-07-10 19:14:45
ORD_0000277,CUST_000061,delivered,2023-01-25 14:40:50,2023-01-25 22:40:50,2023-01-27 22:40:50,2023-02-05 14:40:50,2023-02-08 14:40:50
ORD_0000278,CUST_000024,delivered,2023-12-08 11:35:51,2023-12-10 04:35:51,2023-12-12 04:35:51,2023-12-09 11:35:51,2023-12-10 11:35:51
ORD_0000279,CUST_000131,delivered,2025-03-20 02:19:19,2025-03-21 11:19:19,2025-03-22 11:19:19,2025-03-30 02:19:19,2025-04-02 02:19:19
ORD_0000280,CUST_000371,delivered,2024-08-05 19:01:53,2024-08-06 07:01:53,2024-08-09 07:01:53,2024-08-24 19:01:53,2024-08-31 19:01:53
ORD_0000281,CUST_000246,delivered,2024-04-30 01:41:08,2024-05-01 08:41:08,2024-05-05 08:41:08,2024-05-14 01:41:08,2024-05-16 01:41:08
ORD_0000282,CUST_000237,shipped,2025-03-13 13:59:47,2025-03-13 17:59:47,2025-03-16 17:59:47,,2025-03-24 13:59:47
ORD_0000283,CUST_000372,delivered,2024-11-25 10:35:34,2024-11-25 12:35:34,2024-11-28 12:35:34,2024-12-05 10:35:34,2024-12-07 10:35:34
ORD_0000284,CUST_000034,unavailable,2023-06-02 08:53:01,2023-06-03 06:53:01,,,2023-06-11 08:53:01
ORD_0000285,CUST_000274,delivered,2023-06-19 18:38:24,2023-06-20 06:38:24,2023-06-23 06:38:24,2023-07-02 18:38:24,2023-06-29 18:38:24
ORD_0000286,CUST_000140,delivered,2024-02-28 02:31:56,2024-02-28 18:31:56,2024-03-02 18:31:56,2024-03-08 02:31:56,2024-03-08 02:31:56
ORD_0000287,CUST_000269,delivered,2023-11-06 05:07:23,2023-11-06 08:07:23,2023-11-07 08:07:23,2023-11-13 05:07:23,2023-11-17 05:07:23
ORD_0000288,CUST_000464,delivered,2024-05-27 04:12:21,2024-05-28 11:12:21,2024-06-02 11:12:21,2024-06-08 04:12:21,2024-06-09 04:12:21
ORD_0000289,CUST_000398,delivered,2023-12-02 04:49:55,2023-12-02 11:49:55,2023-12-07 11:49:55,2023-12-13 04:49:55,2023-12-10 04:49:55
ORD_0000290,CUST_000236,delivered,2024-02-01 22:55:33,2024-02-02 06:55:33,2024-02-03 06:55:33,2024-02-16 22:55:33,2024-02-23 22:55:33
ORD_0000291,CUST_000435,delivered,2024-08-31 02:21:29,2024-08-31 05:21:29,2024-09-03 05:21:29,2024-09-15 02:21:29,2024-09-22 02:21:29
ORD_0000292,CUST_000457,delivered,2023-08-03 10:12:12,2023-08-04 05:12:12,2023-08-07 05:12:12,2023-08-18 10:12:12,2023-08-22 10:12:12
ORD_0000293,CUST_000344,delivered,2023-05-01 08:09:10,2023-05-02 02:09:10,2023-05-07 02:09:10,2023-05-07 08:09:10,2023-05-12 08:09:10
ORD_0000294,CUST_000180,delivered,2024-07-16 10:17:09,2024-07-18 08:17:09,2024-07-23 08:17:09,2024-07-31 10:17:09,2024-07-31 10:17:09
ORD_0000295,CUST_000088,delivered,2023-03-14 09:39:57,2023-03-15 07:39:57,2023-03-16 07:39:57,2023-04-02 09:39:57,2023-04-09 09:39:57
ORD_0000296,CUST_000026,delivered,2023-04-19 12:03:05,2023-04-20 16:03:05,2023-04-25 16:03:05,2023-05-03 12:03:05,2023-05-09 12:03:05
ORD_0000297,CUST_000323,delivered,2024-12-07 22:28:39,2024-12-08 21:28:39,2024-12-10 21:28:39,2024-12-14 22:28:39,2024-12-19 22:28:39
ORD_0000298,CUST_000041,delivered,2025-02-12 14:36:08,2025-02-12 20:36:08,2025-02-16 20:36:08,2025-02-15 14:36:08,2025-02-13 14:36:08
ORD_0000299,CUST_000234,delivered,2023-11-14 21:41:45,2023-11-16 03:41:45,2023-11-18 03:41:45,2023-12-01 21:41:45,2023-12-02 21:41:45
ORD_0000300,CUST_000468,delivered,2024-01-08 12:11:44,2024-01-10 07:11:44,2024-01-13 07:11:44,2024-01-23 12:11:44,2024-01-27 12:11:44
ORD_0000301,CUST_000250,delivered,2023-01-31 02:30:07,2023-02-01 01:30:07,2023-02-03 01:30:07,2023-02-07 02:30:07,2023-02-13 02:30:07
ORD_0000302,CUST_000066,delivered,2024-06-04 03:25:52,2024-06-06 01:25:52,2024-06-09 01:25:52,2024-06-21 03:25:52,2024-06-26 03:25:52
ORD_0000303,CUST_000333,delivered,2023-03-14 09:34:29,2023-03-15 11:34:29,2023-03-17 11:34:29,2023-03-23 09:34:29,2023-03-27 09:34:29
ORD_0000304,CUST_000197,delivered,2023-03-09 10:13:52,2023-03-11 07:13:52,2023-03-15 07:13:52,2023-03-22 10:13:52,2023-03-28 10:13:52
ORD_0000305,CUST_000404,delivered,2023-12-17 17:44:15,2023-12-18 05:44:15,2023-12-19 05:44:15,2023-12-27 17:44:15,2023-12-31 17:44:15
ORD_0000306,CUST_000059,delivered,2024-08-29 19:29:20,2024-08-31 07:29:20,2024-09-04 07:29:20,2024-09-03 19:29:20,2024-09-02 19:29:20
ORD_0000307,CUST_000158,delivered,2024-02-20 02:38:06,2024-02-21 22:38:06,2024-02-25 22:38:06,2024-02-26 02:38:06,2024-02-23 02:38:06
ORD_0000308,CUST_000047,delivered,2023-08-11 04:56:37,2023-08-12 21:56:37,2023-08-14 21:56:37,2023-08-23 04:56:37,2023-08-30 04:56:37
ORD_0000309,CUST_000077,delivered,2024-04-08 17:18:24,2024-04-10 09:18:24,2024-04-12 09:18:24,2024-04-23 17:18:24,2024-04-24 17:18:24
ORD_0000310,CUST_000292,delivered,2025-03-24 21:19:58,2025-03-26 01:19:58,2025-03-29 01:19:58,2025-04-07 21:19:58,2025-04-05 21:19:58
ORD_0000311,CUST_000299,shipped,2023-01-09 19:32:25,2023-01-10 04:32:25,2023-01-11 04:32:25,,2023-01-11 19:32:25
ORD_0000312,CUST_000001,shipped,2024-12-21 17:52:22,2024-12-22 01:52:22,2024-12-23 01:52:22,,2025-01-04 17:52:22
ORD_0000313,CUST_000222,delivered,2024-12-20 18:25:40,2024-12-21 15:25:40,2024-12-25 15:25:40,2024-12-31 18:25:40,2025-01-07 18:25:40
ORD_0000314,CUST_000089,shipped,2024-05-01 04:12:35,2024-05-02 05:12:35,2024-05-05 05:12:35,,2024-05-18 04:12:35
ORD_0000315,CUST_000079,delivered,2023-10-23 21:08:08,2023-10-23 22:08:08,2023-10-24 22:08:08,2023-11-04 21:08:08,2023-11-11 21:08:08
ORD_0000316,CUST_000224,shipped,2023-05-20 02:08:41,2023-05-21 05:08:41,2023-05-26 05:08:41,,2023-06-05 02:08:41
ORD_0000317,CUST_000320,delivered,2023-07-04 14:32:27,2023-07-06 02:32:27,2023-07-10 02:32:27,2023-07-14 14:32:27,2023-07-20 14:32:27
ORD_0000318,CUST_000004,delivered,2024-08-14 15:54:46,2024-08-15 07:54:46,2024-08-18 07:54:46,2024-08-23 15:54:46,2024-08-26 15:54:46
ORD_0000319,CUST_000475,delivered,2024-07-13 18:23:02,2024-07-13 21:23:02,2024-07-16 21:23:02,2024-07-26 18:23:02,2024-07-24 18:23:02
ORD_0000320,CUST_000073,delivered,2025-01-17 23:33:54,2025-01-18 17:33:54,2025-01-19 17:33:54,2025-01-29 23:33:54,2025-02-03 23:33:54
ORD_0000321,CUST_000456,delivered,2024-09-16 02:15:30,2024-09-17 19:15:30,2024-09-18 19:15:30,2024-09-24 02:15:30,2024-09-30 02:15:30
ORD_0000322,CUST_000160,delivered,2024-09-19 01:57:21,2024-09-20 12:57:21,2024-09-24 12:57:21,2024-09-27 01:57:21,2024-10-01 01:57:21
ORD_0000323,CUST_000263,delivered,2024-04-25 18:46:21,2024-04-26 21:46:21,2024-04-29 21:46:21,2024-05-03 18:46:21,2024-05-09 18:46:21
ORD_0000324,CUST_000384,delivered,2023-11-08 23:50:36,2023-11-09 16:50:36,2023-11-13 16:50:36,2023-11-20 23:50:36,2023-11-26 23:50:36
ORD_0000325,CUST_000087,delivered,2024-08-09 01:42:18,2024-08-11 01:42:18,2024-08-14 01:42:18,2024-08-19 01:42:18,2024-08-17 01:42:18
ORD_0000326,CUST_000436,delivered,2025-03-13 08:16:08,2025-03-15 00:16:08,2025-03-18 00:16:08,2025-03-21 08:16:08,2025-03-18 08:16:08
ORD_0000327,CUST_000380,delivered,2023-04-25 19:11:58,2023-04-27 09:11:58,2023-05-01 09:11:58,2023-05-07 19:11:58,2023-05-07 19:11:58
ORD_0000328,CUST_000249,unavailable,2023-07-05 16:55:02,2023-07-06 14:55:02,,,2023-07-13 16:55:02
ORD_0000329,CUST_000305,delivered,2025-04-21 04:53:31,2025-04-22 07:53:31,2025-04-24 07:53:31,2025-05-03 04:53:31,2025-05-02 04:53:31
ORD_0000330,CUST_000108,delivered,2024-08-14 23:53:22,2024-08-15 03:53:22,2024-08-16 03:53:22,2024-08-22 23:53:22,2024-08-19 23:53:22
ORD_0000331,CUST_000086,delivered,2024-04-20 12:30:19,2024-04-21 19:30:19,2024-04-26 19:30:19,2024-05-03 12:30:19,2024-05-06 12:30:19
ORD_0000332,CUST_000243,delivered,2023-09-26 04:33:55,2023-09-27 08:33:55,2023-10-01 08:33:55,2023-10-08 04:33:55,2023-10-11 04:33:55
ORD_0000333,CUST_000348,processing,2023-11-20 16:43:02,2023-11-20 23:43:02,,,2023-11-26 16:43:02
ORD_0000334,CUST_000313,delivered,2024-10-29 08:21:17,2024-10-30 02:21:17,2024-11-02 02:21:17,2024-11-02 08:21:17,2024-11-09 08:21:17
ORD_0000335,CUST_000300,delivered,2024-02-05 14:49:43,2024-02-07 14:49:43,2024-02-12 14:49:43,2024-02-21 14:49:43,2024-02-28 14:49:43
ORD_0000336,CUST_000354,delivered,2023-07-04 10:35:00,2023-07-06 06:35:00,2023-07-07 06:35:00,2023-07-08 10:35:00,2023-07-05 10:35:00
ORD_0000337,CUST_000211,delivered,2023-04-11 16:06:43,2023-04-12 21:06:43,2023-04-15 21:06:43,2023-04-23 16:06:43,2023-04-29 16:06:43
ORD_0000338,CUST_000048,canceled,2023-02-28 19:42:57,2023-03-01 09:42:57,,,2023-03-19 19:42:57
ORD_0000339,CUST_000063,delivered,2024-12-26 03:05:54,2024-12-27 18:05:54,2025-01-01 18:05:54,2025-01-06 03:05:54,2025-01-04 03:05:54
ORD_0000340,CUST_000357,canceled,2023-07-08 08:18:29,2023-07-10 03:18:29,,,2023-07-21 08:18:29
ORD_0000341,CUST_000233,delivered,2023-10-11 13:44:57,2023-10-13 08:44:57,2023-10-16 08:44:57,2023-10-25 13:44:57,2023-10-26 13:44:57
ORD_0000342,CUST_000398,delivered,2023-03-05 12:24:21,2023-03-05 16:24:21,2023-03-08 16:24:21,2023-03-22 12:24:21,2023-03-21 12:24:21
ORD_0000343,CUST_000226,delivered,2023-03-13 15:59:12,2023-03-15 07:59:12,2023-03-19 07:59:12,2023-03-27 15:59:12,2023-03-30 15:59:12
ORD_0000344,CUST_000112,delivered,2024-09-20 20:06:58,2024-09-22 01:06:58,2024-09-23 01:06:58,2024-10-02 20:06:58,2024-09-29 20:06:58
