review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV_000278,ORD_0000380,5,Bad,Perfect!,2023-02-26 22:46:26,2023-03-02 22:46:26
REV_000279,ORD_0000381,5,,,2023-05-15 00:30:42,2023-05-17 00:30:42
REV_000280,ORD_0000382,1,Excellent,Average,2024-04-21 14:49:08,2024-04-26 14:49:08
REV_000281,ORD_0000383,5,Good,Recommend,2025-01-04 20:00:55,2025-01-07 20:00:55
REV_000282,ORD_0000384,5,,Average,2024-10-13 17:36:50,2024-10-17 17:36:50
REV_000283,ORD_0000386,5,Good,Fast delivery,2024-02-19 14:39:02,2024-02-21 14:39:02
REV_000284,ORD_0000388,5,Excellent,Took too long,2025-02-22 07:20:22,2025-02-24 07:20:22
REV_000285,ORD_0000389,5,,Not as described,2023-03-22 11:22:28,2023-03-25 11:22:28
REV_000286,ORD_0000391,5,,Fast delivery,2024-04-23 02:05:25,2024-04-28 02:05:25
REV_000287,ORD_0000392,4,,Love it,2023-07-14 06:33:40,2023-07-16 06:33:40
REV_000288,ORD_0000393,1,Good,Average,2024-01-23 13:28:47,2024-01-25 13:28:47
REV_000289,ORD_0000394,4,Excellent,Love it,2024-07-09 20:21:26,2024-07-11 20:21:26
REV_000290,ORD_0000395,5,Excellent,Not as described,2024-12-04 22:33:53,2024-12-09 22:33:53
REV_000291,ORD_0000399,4,Bad,Fast delivery,2024-08-17 04:28:16,2024-08-18 04:28:16
REV_000292,ORD_0000400,4,Bad,Average,2024-02-01 14:34:10,2024-02-03 14:34:10
REV_000293,ORD_0000401,4,Good,Great product!,2024-06-11 04:29:59,2024-06-12 04:29:59
REV_000294,ORD_0000402,1,Terrible,Love it,2023-12-07 18:42:09,2023-12-11 18:42:09
REV_000295,ORD_0000404,5,Terrible,,2023-08-25 14:22:05,2023-08-30 14:22:05
REV_000296,ORD_0000405,5,Good,Great product!,2023-09-02 08:12:01,2023-09-04 08:12:01
REV_000297,ORD_0000407,5,Excellent,Great product!,2024-03-27 04:45:54,2024-03-28 04:45:54
REV_000298,ORD_0000411,5,Bad,Perfect!,2024-09-14 12:05:00,2024-09-15 12:05:00
REV_000299,ORD_0000412,5,Terrible,Fast delivery,2023-06-26 06:11:53,2023-07-01 06:11:53
REV_000300,ORD_0000413,5,OK,Great product!,2025-06-05 09:53:37,2025-06-06 09:53:37
REV_000301,ORD_0000414,5,Bad,,2023-11-18 20:53:40,2023-11-23 20:53:40
REV_000302,ORD_0000415,5,Bad,Fast delivery,2024-06-24 22:41:15,2024-06-29 22:41:15
REV_000303,ORD_0000417,5,OK,Love it,2024-07-23 23:36:01,2024-07-26 23:36:01
REV_000304,ORD_0000418,5,,Fast delivery,2023-08-01 01:17:23,2023-08-03 01:17:23
REV_000305,ORD_0000419,4,Excellent,Good quality,2023-11-21 16:40:59,2023-11-22 16:40:59
REV_000306,ORD_0000421,5,Excellent,Great product!,2025-01-07 11:06:34,2025-01-11 11:06:34
REV_000307,ORD_0000424,5,OK,Fast delivery,2023-04-08 03:52:08,2023-04-12 03:52:08
REV_000308,ORD_0000427,3,OK,Good quality,2024-04-24 22:48:50,2024-04-26 22:48:50
REV_000309,ORD_0000428,5,Terrible,Not as described,2025-05-04 21:32:37,2025-05-07 21:32:37
REV_000310,ORD_0000429,5,Good,Perfect!,2023-12-14 21:00:48,2023-12-17 21:00:48
REV_000311,ORD_0000431,1,Excellent,Fast delivery,2024-01-27 05:54:32,2024-01-28 05:54:32
REV_000312,ORD_0000435,3,Terrible,Love it,2024-01-04 12:27:13,2024-01-07 12:27:13
REV_000313,ORD_0000436,5,,Great product!,2024-07-23 04:31:48,2024-07-25 04:31:48
REV_000314,ORD_0000437,5,Good,Good quality,2023-12-25 15:07:24,2023-12-27 15:07:24
REV_000315,ORD_0000439,5,,Not as described,2023-07-18 00:43:31,2023-07-23 00:43:31
REV_000316,ORD_0000441,4,Excellent,Took too long,2023-08-21 10:12:38,2023-08-25 10:12:38
REV_000317,ORD_0000442,5,OK,Perfect!,2023-10-13 20:25:22,2023-10-16 20:25:22
REV_000318,ORD_0000444,3,Bad,Good quality,2023-05-23 23:03:53,2023-05-24 23:03:53
REV_000319,ORD_0000445,5,Bad,Good quality,2024-10-12 21:20:09,2024-10-16 21:20:09
REV_000320,ORD_0000448,1,Bad,Great product!,2024-02-07 14:29:02,2024-02-12 14:29:02
REV_000321,ORD_0000449,5,Bad,Recommend,2024-04-01 04:19:45,2024-04-02 04:19:45
REV_000322,ORD_0000451,5,Good,Average,2023-11-07 15:37:24,2023-11-12 15:37:24
REV_000323,ORD_0000452,5,,Great product!,2024-01-30 11:51:47,2024-02-02 11:51:47
REV_000324,ORD_0000453,5,,Great product!,2024-04-26 11:22:26,2024-04-29 11:22:26
REV_000325,ORD_0000454,1,Bad,Fast delivery,2024-12-16 02:55:19,2024-12-20 02:55:19
REV_000326,ORD_0000455,4,OK,Average,2023-03-20 14:42:55,2023-03-24 14:42:55
REV_000327,ORD_0000456,2,Bad,Recommend,2024-01-04 12:36:24,2024-01-07 12:36:24
REV_000328,ORD_0000457,2,,Fast delivery,2024-12-17 06:21:31,2024-12-20 06:21:31
REV_000329,ORD_0000459,5,OK,Love it,2023-10-13 01:19:36,2023-10-18 01:19:36
REV_000330,ORD_0000460,5,Bad,Perfect!,2024-09-10 10:17:04,2024-09-12 10:17:04
REV_000331,ORD_0000461,4,Good,Love it,2024-01-03 02:41:52,2024-01-04 02:41:52
REV_000332,ORD_0000462,5,,Good quality,2024-03-13 08:39:32,2024-03-15 08:39:32
REV_000333,ORD_0000463,5,Excellent,Fast delivery,2023-02-25 20:45:33,2023-02-28 20:45:33
REV_000334,ORD_0000465,3,,,2024-08-02 06:23:29,2024-08-07 06:23:29
REV_000335,ORD_0000466,4,,Good quality,2023-08-26 13:17:52,2023-08-29 13:17:52
REV_000336,ORD_0000467,5,Bad,Not as described,2023-09-27 12:15:07,2023-10-01 12:15:07
REV_000337,ORD_0000468,1,OK,Fast delivery,2024-03-31 13:41:57,2024-04-01 13:41:57
REV_000338,ORD_0000469,1,OK,Fast delivery,2023-10-29 08:42:35,2023-11-01 08:42:35
REV_000339,ORD_0000471,3,Excellent,,2024-02-12 21:42:56,2024-02-14 21:42:56
REV_000340,ORD_0000473,5,,Perfect!,2024-06-10 02:15:38,2024-06-13 02:15:38
REV_000341,ORD_0000474,4,Good,Perfect!,2025-02-11 23:15:59,2025-02-14 23:15:59
REV_000342,ORD_0000475,5,Bad,Perfect!,2023-11-15 14:26:16,2023-11-17 14:26:16
REV_000343,ORD_0000477,2,Bad,Average,2025-01-18 11:52:19,2025-01-22 11:52:19
REV_000344,ORD_0000478,5,OK,Good quality,2025-04-01 21:15:16,2025-04-06 21:15:16
REV_000345,ORD_0000479,3,OK,Not as described,2024-07-08 07:54:28,2024-07-12 07:54:28
REV_000346,ORD_0000481,1,Terrible,Recommend,2025-05-10 20:26:50,2025-05-12 20:26:50
REV_000347,ORD_0000482,1,Bad,Recommend,2024-03-16 10:45:27,2024-03-21 10:45:27
REV_000348,ORD_0000483,5,Terrible,Good quality,2024-01-27 13:38:46,2024-01-30 13:38:46
REV_000349,ORD_0000484,4,OK,Love it,2023-08-15 20:28:50,2023-08-19 20:28:50
REV_000350,ORD_0000485,5,Bad,Love it,2023-11-15 10:36:05,2023-11-20 10:36:05
REV_000351,ORD_0000486,5,Good,Great product!,2023-06-02 19:43:26,2023-06-05 19:43:26
REV_000352,ORD_0000487,5,,Took too long,2024-12-25 18:52:20,2024-12-26 18:52:20
REV_000353,ORD_0000488,5,Good,Perfect!,2024-09-19 07:01:01,2024-09-21 07:01:01
REV_000354,ORD_0000489,5,Excellent,Perfect!,2024-05-13 06:16:44,2024-05-17 06:16:44
REV_000355,ORD_0000490,5,Good,,2024-02-06 05:36:07,2024-02-09 05:36:07
REV_000356,ORD_0000491,1,Excellent,OK,2024-12-25 15:07:14,2024-12-29 15:07:14
REV_000357,ORD_0000492,4,Good,Not as described,2023-08-21 19:13:52,2023-08-22 19:13:52
REV_000358,ORD_0000493,5,Excellent,Average,2024-03-14 04:01:18,2024-03-16 04:01:18
REV_000359,ORD_0000495,5,Terrible,Good quality,2025-01-30 12:45:27,2025-02-03 12:45:27
REV_000360,ORD_0000497,2,Good,,2025-02-21 01:00:16,2025-02-23 01:00:16
REV_000361,ORD_0000498,2,OK,Took too long,2024-08-04 01:37:11,2024-08-08 01:37:11
REV_000362,ORD_0000499,1,,Not as described,2024-05-30 04:05:20,2024-06-01 04:05:20
REV_000363,ORD_0000502,4,Bad,Fast delivery,2024-12-13 20:51:28,2024-12-16 20:51:28
REV_000364,ORD_0000503,4,Excellent,Recommend,2023-03-19 15:16:10,2023-03-20 15:16:10
REV_000365,ORD_0000504,5,Excellent,Great product!,2024-02-02 22:35:31,2024-02-04 22:35:31
REV_000366,ORD_0000506,5,,Good quality,2023-08-22 18:00:33,2023-08-26 18:00:33
REV_000367,ORD_0000507,5,,Fast delivery,2024-07-04 21:06:56,2024-07-07 21:06:56
REV_000368,ORD_0000508,5,,Great product!,2024-01-03 04:01:05,2024-01-07 04:01:05
REV_000369,ORD_0000510,5,OK,Great product!,2025-02-21 23:58:51,2025-02-23 23:58:51
REV_000370,ORD_0000512,2,OK,Great product!,2025-03-17 12:05:01,2025-03-20 12:05:01
REV_000371,ORD_0000513,5,Excellent,Recommend,2025-03-04 20:09:07,2025-03-06 20:09:07
REV_000372,ORD_0000514,5,Bad,Average,2023-05-31 11:42:06,2023-06-04 11:42:06
REV_000373,ORD_0000515,5,Good,OK,2024-03-06 15:17:36,2024-03-09 15:17:36
REV_000374,ORD_0000517,5,Excellent,Great product!,2024-11-14 21:45:09,2024-11-19 21:45:09
REV_000375,ORD_0000518,5,Bad,Average,2025-04-30 15:19:09,2025-05-01 15:19:09
REV_000376,ORD_0000519,4,Excellent,Took too long,2024-04-26 09:36:03,2024-04-27 09:36:03
REV_000377,ORD_0000520,4,Good,Good quality,2024-06-02 21:46:36,2024-06-06 21:46:36
REV_000378,ORD_0000521,5,Good,Love it,2024-07-05 00:07:47,2024-07-06 00:07:47
REV_000379,ORD_0000522,5,Good,Took too long,2025-01-20 09:20:37,2025-01-21 09:20:37
REV_000380,ORD_0000523,5,,Good quality,2023-10-31 10:58:55,2023-11-04 10:58:55
REV_000381,ORD_0000524,5,Good,Perfect!,2024-04-15 17:01:00,2024-04-17 17:01:00
REV_000382,ORD_0000526,4,Excellent,Perfect!,2024-10-11 11:44:43,2024-10-14 11:44:43
REV_000383,ORD_0000527,5,,Perfect!,2023-06-16 00:12:07,2023-06-17 00:12:07
REV_000384,ORD_0000529,4,,Not as described,2023-11-29 14:09:30,2023-12-03 14:09:30
REV_000385,ORD_0000530,5,Good,Great product!,2024-05-17 15:01:55,2024-05-22 15:01:55
REV_000386,ORD_0000532,2,Excellent,Great product!,2025-02-02 17:18:02,2025-02-04 17:18:02
REV_000387,ORD_0000533,1,Bad,Recommend,2024-10-16 21:57:52,2024-10-21 21:57:52
REV_000388,ORD_0000536,5,Excellent,Recommend,2024-06-10 07:37:58,2024-06-12 07:37:58
REV_000389,ORD_0000538,4,Good,Recommend,2024-05-15 05:39:13,2024-05-17 05:39:13
REV_000390,ORD_0000540,4,Good,Took too long,2024-07-31 01:01:22,2024-08-03 01:01:22
REV_000391,ORD_0000541,5,Excellent,Recommend,2024-06-11 01:51:04,2024-06-14 01:51:04
REV_000392,ORD_0000542,5,Good,Not as described,2023-12-22 11:49:02,2023-12-27 11:49:02
REV_000393,ORD_0000543,5,Bad,Recommend,2024-12-26 03:45:03,2024-12-31 03:45:03
REV_000394,ORD_0000544,5,Good,Average,2023-05-02 17:02:32,2023-05-04 17:02:32
REV_000395,ORD_0000545,3,Good,Great product!,2024-02-07 05:46:18,2024-02-12 05:46:18
REV_000396,ORD_0000548,5,,Good quality,2024-10-25 21:15:09,2024-10-28 21:15:09
REV_000397,ORD_0000551,2,,Perfect!,2023-12-31 12:49:10,2024-01-03 12:49:10
REV_000398,ORD_0000553,3,Excellent,OK,2025-01-11 22:35:55,2025-01-13 22:35:55
REV_000399,ORD_0000554,3,OK,Not as described,2024-07-14 19:58:09,2024-07-16 19:58:09
REV_000400,ORD_0000556,5,Good,Fast delivery,2024-07-26 10:24:46,2024-07-27 10:24:46
REV_000401,ORD_0000557,5,Terrible,Fast delivery,2023-11-09 06:05:32,2023-11-14 06:05:32
REV_000402,ORD_0000558,5,,OK,2025-05-09 17:37:16,2025-05-11 17:37:16
REV_000403,ORD_0000559,5,,Perfect!,2023-05-13 23:03:53,2023-05-16 23:03:53
REV_000404,ORD_0000560,4,Bad,Perfect!,2023-06-09 14:19:36,2023-06-12 14:19:36
REV_000405,ORD_0000561,5,OK,Average,2025-03-19 18:36:45,2025-03-23 18:36:45
REV_000406,ORD_0000563,5,OK,Fast delivery,2024-01-15 16:37:12,2024-01-19 16:37:12
REV_000407,ORD_0000564,4,Excellent,OK,2023-03-10 13:56:08,2023-03-12 13:56:08
REV_000408,ORD_0000565,5,Bad,Good quality,2024-07-14 12:37:35,2024-07-17 12:37:35
REV_000409,ORD_0000567,1,Terrible,Recommend,2024-05-10 04:45:32,2024-05-13 04:45:32
REV_000410,ORD_0000569,4,Good,Good quality,2024-08-30 09:02:33,2024-08-31 09:02:33
REV_000411,ORD_0000570,2,Terrible,Great product!,2025-04-10 04:09:50,2025-04-15 04:09:50
REV_000412,ORD_0000571,5,OK,,2023-08-18 23:31:00,2023-08-20 23:31:00
REV_000413,ORD_0000572,5,Bad,Average,2024-08-15 14:57:21,2024-08-17 14:57:21
REV_000414,ORD_0000573,2,Good,Average,2023-06-30 16:40:29,2023-07-03 16:40:29
REV_000415,ORD_0000574,5,Excellent,Good quality,2024-10-12 13:24:14,2024-10-13 13:24:14
REV_000416,ORD_0000576,5,,Not as described,2024-11-27 03:41:35,2024-12-01 03:41:35
REV_000417,ORD_0000577,5,Good,Recommend,2025-03-03 01:36:33,2025-03-05 01:36:33
REV_000418,ORD_0000578,5,Bad,Fast delivery,2023-02-21 08:50:13,2023-02-24 08:50:13
REV_000419,ORD_0000579,5,Bad,Perfect!,2025-04-21 17:38:20,2025-04-26 17:38:20
REV_000420,ORD_0000580,5,,Love it,2024-03-22 00:55:33,2024-03-25 00:55:33
REV_000421,ORD_0000581,5,Terrible,Love it,2024-08-04 05:18:09,2024-08-09 05:18:09
REV_000422,ORD_0000582,5,Bad,Not as described,2023-03-17 19:20:11,2023-03-21 19:20:11
REV_000423,ORD_0000584,1,Bad,Not as described,2023-10-07 15:32:48,2023-10-11 15:32:48
REV_000424,ORD_0000586,3,Good,,2024-08-14 18:43:06,2024-08-17 18:43:06
REV_000425,ORD_0000587,2,OK,Good quality,2024-04-03 14:05:54,2024-04-08 14:05:54
REV_000426,ORD_0000588,1,,Fast delivery,2024-04-05 17:28:02,2024-04-10 17:28:02
REV_000427,ORD_0000589,5,OK,Good quality,2023-08-05 00:03:59,2023-08-08 00:03:59
REV_000428,ORD_0000590,5,Excellent,Average,2024-10-26 06:37:53,2024-10-28 06:37:53
REV_000429,ORD_0000591,2,Good,Recommend,2023-03-28 09:05:25,2023-03-31 09:05:25
REV_000430,ORD_0000594,3,,OK,2023-01-22 22:08:41,2023-01-26 22:08:41
REV_000431,ORD_0000595,5,,Good quality,2023-07-30 13:35:57,2023-08-03 13:35:57
REV_000432,ORD_0000596,4,,OK,2023-04-16 17:01:57,2023-04-19 17:01:57
REV_000433,ORD_0000597,4,Bad,,2025-05-17 12:52:38,2025-05-18 12:52:38
REV_000434,ORD_0000599,1,Excellent,Recommend,2025-04-25 19:40:19,2025-04-27 19:40:19
REV_000435,ORD_0000600,4,Good,Good quality,2025-02-03 22:38:13,2025-02-05 22:38:13
REV_000436,ORD_0000601,5,Excellent,Recommend,2023-10-22 18:32:31,2023-10-26 18:32:31
REV_000437,ORD_0000602,5,,Love it,2024-09-25 04:47:04,2024-09-27 04:47:04
REV_000438,ORD_0000604,5,OK,Average,2023-10-11 21:35:56,2023-10-15 21:35:56
REV_000439,ORD_0000607,5,OK,Not as described,2024-04-12 10:00:25,2024-04-14 10:00:25
REV_000440,ORD_0000608,4,Terrible,Took too long,2024-04-16 02:58:15,2024-04-17 02:58:15
REV_000441,ORD_0000610,5,Bad,Not as described,2023-05-08 15:15:21,2023-05-09 15:15:21
REV_000442,ORD_0000611,5,Good,,2023-03-30 19:39:28,2023-03-31 19:39:28
REV_000443,ORD_0000612,5,OK,Fast delivery,2023-12-04 22:04:50,2023-12-05 22:04:50
REV_000444,ORD_0000613,5,Bad,Fast delivery,2024-10-08 20:27:04,2024-10-12 20:27:04
REV_000445,ORD_0000614,5,OK,Took too long,2024-10-05 13:14:55,2024-10-08 13:14:55
REV_000446,ORD_0000615,4,OK,Good quality,2024-02-15 14:50:27,2024-02-19 14:50:27
REV_000447,ORD_0000616,5,Bad,Perfect!,2024-07-21 10:37:12,2024-07-25 10:37:12
REV_000448,ORD_0000617,5,Terrible,Recommend,2025-04-20 06:57:36,2025-04-23 06:57:36
REV_000449,ORD_0000618,2,Bad,Not as described,2023-07-17 07:08:51,2023-07-18 07:08:51
REV_000450,ORD_0000619,5,Excellent,Love it,2024-06-20 20:48:22,2024-06-24 20:48:22
REV_000451,ORD_0000623,5,Good,Good quality,2024-01-16 18:36:21,2024-01-19 18:36:21
REV_000452,ORD_0000624,1,Bad,Love it,2023-08-28 00:40:14,2023-08-30 00:40:14
REV_000453,ORD_0000625,4,,Perfect!,2024-05-29 23:49:52,2024-05-31 23:49:52
REV_000454,ORD_0000626,4,Good,Love it,2023-02-06 02:22:01,2023-02-10 02:22:01
REV_000455,ORD_0000627,5,Good,Took too long,2024-10-13 18:58:48,2024-10-16 18:58:48
REV_000456,ORD_0000628,4,OK,Good quality,2023-10-15 23:11:21,2023-10-19 23:11:21
REV_000457,ORD_0000629,1,Good,Recommend,2023-10-30 03:01:53,2023-11-04 03:01:53
REV_000458,ORD_0000632,5,Terrible,Great product!,2024-01-28 10:38:27,2024-01-29 10:38:27
REV_000459,ORD_0000633,4,Terrible,Took too long,2023-08-08 17:18:50,2023-08-12 17:18:50
REV_000460,ORD_0000634,4,OK,Average,2024-06-14 18:56:31,2024-06-16 18:56:31
REV_000461,ORD_0000635,5,,OK,2023-03-14 05:32:24,2023-03-16 05:32:24
REV_000462,ORD_0000637,1,,Average,2024-09-19 12:40:58,2024-09-23 12:40:58
REV_000463,ORD_0000638,5,Bad,Recommend,2023-08-23 09:27:56,2023-08-27 09:27:56
REV_000464,ORD_0000639,5,Bad,Recommend,2023-04-18 04:48:05,2023-04-22 04:48:05
REV_000465,ORD_0000641,2,Terrible,Took too long,2024-02-29 00:11:28,2024-03-04 00:11:28
REV_000466,ORD_0000643,5,Good,,2023-04-18 11:02:34,2023-04-22 11:02:34
REV_000467,ORD_0000645,5,Bad,,2023-10-04 00:49:19,2023-10-07 00:49:19
REV_000468,ORD_0000647,1,Excellent,OK,2025-03-06 06:30:14,2025-03-11 06:30:14
REV_000469,ORD_0000650,5,Excellent,Fast delivery,2024-11-20 11:21:14,2024-11-21 11:21:14
REV_000470,ORD_0000653,4,Terrible,Perfect!,2024-02-12 02:34:24,2024-02-17 02:34:24
REV_000471,ORD_0000654,4,Bad,Not as described,2023-07-15 03:43:35,2023-07-19 03:43:35
REV_000472,ORD_0000657,4,OK,Average,2023-05-14 04:34:26,2023-05-18 04:34:26
REV_000473,ORD_0000658,4,OK,Perfect!,2023-08-05 09:27:52,2023-08-09 09:27:52
REV_000474,ORD_0000659,1,OK,Fast delivery,2023-12-14 18:12:32,2023-12-19 18:12:32
REV_000475,ORD_0000660,2,OK,Not as described,2025-05-10 12:38:51,2025-05-14 12:38:51
REV_000476,ORD_0000661,5,Excellent,Great product!,2024-04-28 18:02:47,2024-05-03 18:02:47
REV_000477,ORD_0000663,5,Bad,Recommend,2024-03-01 21:11:44,2024-03-06 21:11:44
REV_000478,ORD_0000664,5,OK,Perfect!,2024-10-12 17:18:42,2024-10-14 17:18:42
REV_000479,ORD_0000665,4,Terrible,Love it,2025-03-06 17:07:23,2025-03-11 17:07:23
REV_000480,ORD_0000666,5,OK,Great product!,2023-10-21 06:32:02,2023-10-24 06:32:02
REV_000481,ORD_0000667,5,Terrible,,2025-02-08 12:54:12,2025-02-11 12:54:12
REV_000482,ORD_0000668,3,Terrible,Perfect!,2025-02-17 14:31:29,2025-02-18 14:31:29
REV_000483,ORD_0000670,5,Terrible,Fast delivery,2024-03-08 05:04:42,2024-03-13 05:04:42
REV_000484,ORD_0000671,5,,Not as described,2023-08-04 06:45:02,2023-08-08 06:45:02
REV_000485,ORD_0000672,5,OK,Good quality,2024-11-18 22:42:57,2024-11-23 22:42:57
REV_000486,ORD_0000673,5,OK,Recommend,2024-09-09 00:03:49,2024-09-14 00:03:49
REV_000487,ORD_0000674,5,Excellent,Fast delivery,2024-04-13 00:00:21,2024-04-18 00:00:21
REV_000488,ORD_0000675,5,,Love it,2023-05-15 21:10:46,2023-05-17 21:10:46
REV_000489,ORD_0000676,3,Good,Perfect!,2023-08-01 19:13:59,2023-08-02 19:13:59
REV_000490,ORD_0000677,5,Excellent,Not as described,2023-08-12 03:22:20,2023-08-15 03:22:20
REV_000491,ORD_0000678,3,Bad,Good quality,2024-12-16 08:41:39,2024-12-17 08:41:39
REV_000492,ORD_0000679,5,Terrible,,2025-04-04 19:31:06,2025-04-06 19:31:06
REV_000493,ORD_0000680,1,Bad,Average,2024-10-28 22:24:43,2024-11-02 22:24:43
REV_000494,ORD_0000681,3,Excellent,OK,2025-01-01 10:54:42,2025-01-05 10:54:42
REV_000495,ORD_0000682,5,Good,Fast delivery,2024-11-29 23:14:32,2024-12-04 23:14:32
REV_000496,ORD_0000683,5,,Took too long,2024-10-10 03:19:15,2024-10-13 03:19:15
REV_000497,ORD_0000684,5,Good,Love it,2023-11-22 06:09:24,2023-11-27 06:09:24
REV_000498,ORD_0000685,4,,Good quality,2024-04-19 23:56:21,2024-04-20 23:56:21
REV_000499,ORD_0000686,5,OK,Love it,2023-11-23 00:14:54,2023-11-24 00:14:54
REV_000500,ORD_0000687,4,Terrible,Recommend,2023-03-19 21:15:51,2023-03-20 21:15:51
REV_000501,ORD_0000688,5,,Fast delivery,2024-05-09 20:00:04,2024-05-13 20:00:04
REV_000502,ORD_0000689,4,Terrible,,2023-07-06 06:08:05,2023-07-08 06:08:05
REV_000503,ORD_0000690,5,Bad,Great product!,2023-06-28 23:12:15,2023-06-30 23:12:15
REV_000504,ORD_0000692,5,OK,Great product!,2023-07-03 15:28:27,2023-07-08 15:28:27
REV_000505,ORD_0000693,5,,Perfect!,2025-04-16 15:01:48,2025-04-17 15:01:48
REV_000506,ORD_0000694,5,,Love it,2023-07-15 17:46:11,2023-07-16 17:46:11
REV_000507,ORD_0000695,5,Good,OK,2024-02-27 17:38:30,2024-03-02 17:38:30
REV_000508,ORD_0000696,5,Bad,Love it,2024-06-19 23:46:23,2024-06-22 23:46:23
REV_000509,ORD_0000697,1,OK,Good quality,2025-02-05 11:24:31,2025-02-10 11:24:31
REV_000510,ORD_0000699,3,Excellent,Good quality,2025-01-22 15:40:44,2025-01-26 15:40:44
REV_000511,ORD_0000700,2,Excellent,Great product!,2023-03-08 11:40:45,2023-03-12 11:40:45
REV_000512,ORD_0000701,5,OK,Fast delivery,2024-05-24 21:09:16,2024-05-26 21:09:16
REV_000513,ORD_0000702,4,,Love it,2024-02-11 12:45:37,2024-02-12 12:45:37
REV_000514,ORD_0000703,5,Excellent,Fast delivery,2025-05-19 13:16:44,2025-05-23 13:16:44
REV_000515,ORD_0000705,2,Good,,2025-03-08 06:59:47,2025-03-11 06:59:47
REV_000516,ORD_0000706,4,OK,,2023-04-25 22:26:33,2023-04-27 22:26:33
REV_000517,ORD_0000707,4,Terrible,Perfect!,2024-02-26 05:45:08,2024-02-27 05:45:08
REV_000518,ORD_0000710,5,Bad,Good quality,2024-09-05 07:30:31,2024-09-08 07:30:31
REV_000519,ORD_0000711,5,,Good quality,2025-03-22 00:42:37,2025-03-24 00:42:37
REV_000520,ORD_0000712,4,Excellent,Average,2025-03-06 08:59:31,2025-03-11 08:59:31
REV_000521,ORD_0000713,5,Good,OK,2024-01-23 21:56:21,2024-01-27 21:56:21
REV_000522,ORD_0000714,5,Bad,Recommend,2024-01-13 10:51:06,2024-01-17 10:51:06
REV_000523,ORD_0000716,5,,Took too long,2024-12-27 21:55:30,2024-12-30 21:55:30
REV_000524,ORD_0000718,5,Excellent,Fast delivery,2025-02-16 19:50:05,2025-02-21 19:50:05
REV_000525,ORD_0000719,5,Terrible,Great product!,2025-01-08 03:46:24,2025-01-10 03:46:24
REV_000526,ORD_0000720,5,Excellent,Love it,2023-06-02 15:50:05,2023-06-04 15:50:05
REV_000527,ORD_0000723,5,Good,Love it,2025-02-11 08:42:30,2025-02-14 08:42:30
REV_000528,ORD_0000725,5,Good,Recommend,2024-11-21 10:24:58,2024-11-23 10:24:58
REV_000529,ORD_0000726,1,OK,OK,2023-09-26 07:16:07,2023-10-01 07:16:07
REV_000530,ORD_0000727,4,,Good quality,2024-10-10 06:47:07,2024-10-13 06:47:07
REV_000531,ORD_0000729,5,Terrible,Good quality,2024-02-14 21:59:50,2024-02-16 21:59:50
REV_000532,ORD_0000731,5,Excellent,Love it,2023-06-16 19:18:09,2023-06-20 19:18:09
REV_000533,ORD_0000732,5,Excellent,Good quality,2025-02-03 18:30:40,2025-02-04 18:30:40
REV_000534,ORD_0000735,5,Excellent,OK,2024-08-18 12:21:27,2024-08-22 12:21:27
REV_000535,ORD_0000736,5,Excellent,OK,2023-11-15 09:44:59,2023-11-20 09:44:59
REV_000536,ORD_0000738,3,Terrible,Love it,2023-07-30 18:08:28,2023-08-01 18:08:28
REV_000537,ORD_0000739,5,OK,Love it,2025-05-08 23:12:47,2025-05-13 23:12:47
REV_000538,ORD_0000740,4,Good,Took too long,2024-04-26 21:53:10,2024-04-30 21:53:10
REV_000539,ORD_0000743,3,Bad,OK,2024-02-27 22:50:42,2024-02-29 22:50:42
REV_000540,ORD_0000745,5,Excellent,Fast delivery,2024-12-02 16:14:01,2024-12-04 16:14:01
REV_000541,ORD_0000746,5,,Fast delivery,2024-09-05 05:24:30,2024-09-08 05:24:30
REV_000542,ORD_0000747,5,OK,Good quality,2023-05-16 10:04:45,2023-05-21 10:04:45
REV_000543,ORD_0000748,5,Terrible,,2023-03-31 16:53:37,2023-04-02 16:53:37
REV_000544,ORD_0000749,5,,Recommend,2024-12-16 03:11:55,2024-12-19 03:11:55
REV_000545,ORD_0000751,5,Bad,Good quality,2023-06-13 16:19:23,2023-06-18 16:19:23
REV_000546,ORD_0000752,1,Excellent,Not as described,2025-04-25 09:42:34,2025-04-28 09:42:34
REV_000547,ORD_0000753,5,Terrible,,2024-01-11 19:34:32,2024-01-13 19:34:32
REV_000548,ORD_0000754,1,Terrible,,2023-09-22 04:38:35,2023-09-24 04:38:35
REV_000549,ORD_0000756,4,,OK,2024-03-30 22:09:34,2024-04-03 22:09:34
REV_000550,ORD_0000757,5,Excellent,Average,2024-11-03 06:45:23,2024-11-08 06:45:23
REV_000551,ORD_0000758,5,Excellent,Great product!,2025-04-27 13:24:01,2025-04-30 13:24:01
REV_000552,ORD_0000759,3,,Perfect!,2023-04-28 21:35:26,2023-05-01 21:35:26
REV_000553,ORD_0000760,5,Excellent,Not as described,2025-04-30 07:17:00,2025-05-04 07:17:00
REV_000554,ORD_0000763,5,Good,,2023-12-27 12:11:22,2023-12-30 12:11:22
REV_000555,ORD_0000764,1,Bad,Perfect!,2024-09-18 04:16:00,2024-09-21 04:16:00
