order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_0000672,1,credit_card,10,36.92
ORD_0000673,1,credit_card,2,545.89
ORD_0000674,1,boleto,1,63.97
ORD_0000675,1,credit_card,1,356.76
ORD_0000676,1,credit_card,4,14.69
ORD_0000677,1,boleto,1,640.27
ORD_0000678,1,credit_card,2,185.78
ORD_0000679,1,boleto,1,89.49
ORD_0000680,1,credit_card,2,298.59
ORD_0000681,1,credit_card,1,80.46
ORD_0000682,1,credit_card,1,103.24
ORD_0000683,1,credit_card,1,51.0
ORD_0000684,1,boleto,1,225.46
ORD_0000685,1,credit_card,10,407.96
ORD_0000686,1,credit_card,1,161.72
ORD_0000687,1,credit_card,10,482.84
ORD_0000688,1,boleto,1,125.65
ORD_0000689,1,credit_card,1,812.46
ORD_0000690,1,boleto,1,107.65
ORD_0000691,1,credit_card,1,680.27
ORD_0000692,1,credit_card,10,179.23
ORD_0000693,1,credit_card,6,511.52
ORD_0000694,1,credit_card,2,113.73
ORD_0000695,1,boleto,1,95.32
ORD_0000696,1,credit_card,1,772.94
ORD_0000697,1,credit_card,10,155.24
ORD_0000698,1,credit_card,6,89.1
ORD_0000699,1,boleto,1,164.17
ORD_0000700,1,boleto,1,636.58
ORD_0000701,1,credit_card,3,186.79
ORD_0000702,1,boleto,1,255.03
ORD_0000703,1,credit_card,4,202.21
ORD_0000704,1,credit_card,3,151.18
ORD_0000705,1,credit_card,2,643.18
ORD_0000706,1,voucher,1,147.64
ORD_0000707,1,voucher,1,498.65
ORD_0000708,1,voucher,1,127.67
ORD_0000709,1,voucher,1,203.14
ORD_0000710,1,credit_card,1,76.08
ORD_0000711,1,boleto,1,177.51
ORD_0000712,1,credit_card,1,497.1
ORD_0000713,1,credit_card,3,261.1
ORD_0000714,1,credit_card,1,157.09
ORD_0000715,1,credit_card,1,154.69
ORD_0000716,1,credit_card,1,117.73
ORD_0000717,1,credit_card,4,223.4
ORD_0000718,1,credit_card,6,411.53
ORD_0000719,1,credit_card,4,309.28
ORD_0000720,1,credit_card,1,142.24
ORD_0000721,1,boleto,1,38.78
ORD_0000722,1,credit_card,10,391.99
ORD_0000723,1,boleto,1,49.81
ORD_0000724,1,credit_card,1,190.96
ORD_0000725,1,credit_card,3,219.74
ORD_0000726,1,credit_card,10,576.71
ORD_0000727,1,credit_card,2,347.14
ORD_0000728,1,credit_card,4,356.55
ORD_0000729,1,credit_card,3,144.73
ORD_0000730,1,boleto,1,94.78
ORD_0000731,1,credit_card,4,104.69
ORD_0000732,1,credit_card,1,107.98
ORD_0000733,1,credit_card,6,201.12
ORD_0000734,1,credit_card,1,33.66
ORD_0000735,1,credit_card,3,145.76
ORD_0000736,1,credit_card,2,276.82
ORD_0000737,1,credit_card,10,652.85
ORD_0000738,1,credit_card,6,31.97
ORD_0000739,1,credit_card,3,60.84
ORD_0000740,1,boleto,1,494.13
ORD_0000741,1,credit_card,4,256.67
ORD_0000742,1,credit_card,1,76.57
ORD_0000743,1,boleto,1,63.27
ORD_0000744,1,boleto,1,113.85
ORD_0000745,1,credit_card,4,46.91
ORD_0000746,1,credit_card,3,540.66
ORD_0000747,1,credit_card,4,204.52
ORD_0000748,1,credit_card,3,53.43
ORD_0000749,1,credit_card,1,130.68
ORD_0000750,1,credit_card,6,372.71
ORD_0000751,1,credit_card,2,276.5
ORD_0000752,1,credit_card,10,154.07
ORD_0000753,1,credit_card,4,505.03
ORD_0000754,1,boleto,1,261.94
ORD_0000755,1,credit_card,1,144.39
ORD_0000756,1,boleto,1,53.29
ORD_0000757,1,credit_card,1,480.05
ORD_0000758,1,credit_card,1,556.85
ORD_0000759,1,credit_card,1,375.48
ORD_0000760,1,credit_card,10,172.2
ORD_0000761,1,credit_card,1,233.84
ORD_0000762,1,credit_card,1,406.69
ORD_0000763,1,boleto,1,58.54
ORD_0000764,1,credit_card,6,532.6
ORD_0000765,1,boleto,1,217.91
ORD_0000766,1,credit_card,10,516.91
ORD_0000767,1,credit_card,10,93.54
ORD_0000768,1,credit_card,10,209.9
ORD_0000769,1,credit_card,1,533.7
ORD_0000770,1,credit_card,10,195.44
ORD_0000771,1,credit_card,1,85.69
ORD_0000772,1,credit_card,6,726.82
ORD_0000773,1,credit_card,1,216.26
ORD_0000774,1,credit_card,4,403.61
ORD_0000775,1,credit_card,10,434.33
ORD_0000776,1,credit_card,6,208.75
ORD_0000777,1,credit_card,2,435.69
ORD_0000778,1,boleto,1,34.37
ORD_0000779,1,credit_card,3,238.13
ORD_0000780,1,credit_card,1,354.01
ORD_0000781,1,credit_card,6,75.08
ORD_0000782,1,credit_card,2,584.55
ORD_0000783,1,credit_card,4,305.59
ORD_0000784,1,credit_card,1,76.75
ORD_0000785,1,credit_card,1,82.27
ORD_0000786,1,credit_card,1,212.67
ORD_0000787,1,credit_card,1,45.04
ORD_0000788,1,boleto,1,614.46
ORD_0000789,1,credit_card,6,265.65
ORD_0000790,1,credit_card,3,220.65
ORD_0000791,1,credit_card,10,877.98
ORD_0000792,1,boleto,1,248.51
ORD_0000793,1,credit_card,1,412.01
ORD_0000794,1,credit_card,1,254.68
ORD_0000795,1,credit_card,10,64.64
ORD_0000796,1,credit_card,3,130.83
ORD_0000797,1,credit_card,6,171.71
ORD_0000798,1,credit_card,3,86.13
ORD_0000799,1,credit_card,10,298.4
ORD_0000800,1,boleto,1,299.18
ORD_0000801,1,boleto,1,167.95
ORD_0000802,1,credit_card,2,624.95
ORD_0000803,1,credit_card,4,611.06
ORD_0000804,1,credit_card,1,480.71
ORD_0000805,1,credit_card,4,316.77
ORD_0000806,1,credit_card,6,35.66
ORD_0000807,1,credit_card,4,166.61
ORD_0000808,1,credit_card,10,276.93
ORD_0000809,1,credit_card,6,730.58
ORD_0000810,1,voucher,1,359.33
ORD_0000811,1,credit_card,1,22.95
ORD_0000812,1,voucher,1,260.68
ORD_0000813,1,credit_card,1,132.58
ORD_0000814,1,boleto,1,331.98
ORD_0000815,1,credit_card,4,448.55
ORD_0000816,1,credit_card,6,203.76
ORD_0000817,1,credit_card,2,308.4
ORD_0000818,1,credit_card,4,42.18
ORD_0000819,1,credit_card,1,221.46
ORD_0000820,1,credit_card,4,87.07
ORD_0000821,1,credit_card,1,354.36
ORD_0000822,1,credit_card,2,77.06
ORD_0000823,1,credit_card,2,220.64
ORD_0000824,1,debit_card,1,270.72
ORD_0000825,1,boleto,1,254.25
ORD_0000826,1,credit_card,4,329.7
ORD_0000827,1,credit_card,4,1365.83
ORD_0000828,1,boleto,1,506.13
ORD_0000829,1,credit_card,6,70.55
ORD_0000830,1,credit_card,4,479.8
ORD_0000831,1,credit_card,3,825.67
ORD_0000832,1,credit_card,3,283.31
ORD_0000833,1,credit_card,1,377.98
ORD_0000834,1,boleto,1,1315.25
ORD_0000835,1,credit_card,1,217.46
ORD_0000836,1,credit_card,2,435.13
ORD_0000837,1,credit_card,2,153.9
ORD_0000838,1,boleto,1,431.96
ORD_0000839,1,boleto,1,47.98
ORD_0000840,1,credit_card,10,73.75
ORD_0000841,1,credit_card,3,102.77
ORD_0000842,1,boleto,1,53.16
ORD_0000843,1,credit_card,1,52.64
ORD_0000844,1,credit_card,1,161.09
ORD_0000845,1,credit_card,6,168.94
ORD_0000846,1,credit_card,10,140.77
ORD_0000847,1,credit_card,2,102.43
ORD_0000848,1,debit_card,1,300.61
ORD_0000849,1,credit_card,3,565.42
ORD_0000850,1,credit_card,1,194.3
ORD_0000851,1,credit_card,1,157.97
ORD_0000852,1,debit_card,1,850.94
ORD_0000853,1,credit_card,10,586.69
ORD_0000854,1,credit_card,1,557.34
ORD_0000855,1,credit_card,10,72.95
ORD_0000856,1,credit_card,10,52.54
ORD_0000857,1,credit_card,4,205.94
ORD_0000858,1,credit_card,6,103.69
ORD_0000859,1,credit_card,10,63.79
ORD_0000860,1,boleto,1,490.05
ORD_0000861,1,credit_card,1,266.95
ORD_0000862,1,credit_card,1,84.29
ORD_0000863,1,credit_card,3,341.97
ORD_0000864,1,credit_card,3,61.42
ORD_0000865,1,credit_card,1,200.68
ORD_0000866,1,credit_card,2,59.0
ORD_0000867,1,credit_card,1,683.61
ORD_0000868,1,credit_card,4,229.1
ORD_0000869,1,credit_card,1,246.14
ORD_0000870,1,credit_card,10,363.48
ORD_0000871,1,credit_card,6,153.79
ORD_0000872,1,boleto,1,53.62
ORD_0000873,1,credit_card,6,410.24
ORD_0000874,1,credit_card,4,275.7
ORD_0000875,1,credit_card,10,30.86
ORD_0000876,1,voucher,1,282.14
ORD_0000877,1,credit_card,6,579.56
ORD_0000878,1,voucher,1,293.71
ORD_0000879,1,credit_card,2,156.92
ORD_0000880,1,boleto,1,62.26
ORD_0000881,1,credit_card,4,205.17
ORD_0000882,1,credit_card,2,639.51
ORD_0000883,1,credit_card,4,105.45
ORD_0000884,1,credit_card,2,490.61
ORD_0000885,1,credit_card,2,189.88
ORD_0000886,1,boleto,1,501.98
ORD_0000887,1,credit_card,1,212.68
ORD_0000888,1,boleto,1,324.46
ORD_0000889,1,credit_card,1,240.91
ORD_0000890,1,credit_card,6,48.93
ORD_0000891,1,credit_card,1,270.93
ORD_0000892,1,credit_card,2,183.4
ORD_0000893,1,credit_card,10,749.19
ORD_0000894,1,credit_card,3,80.74
ORD_0000895,1,credit_card,1,177.26
ORD_0000896,1,credit_card,2,146.81
ORD_0000897,1,credit_card,6,236.54
ORD_0000898,1,credit_card,6,488.58
ORD_0000899,1,boleto,1,337.3
ORD_0000900,1,credit_card,1,286.62
ORD_0000901,1,credit_card,4,190.82
ORD_0000902,1,credit_card,1,288.13
ORD_0000903,1,credit_card,3,708.89
ORD_0000904,1,credit_card,1,276.01
ORD_0000905,1,credit_card,1,505.87
ORD_0000906,1,credit_card,10,326.66
ORD_0000907,1,credit_card,3,42.2
ORD_0000908,1,credit_card,3,228.96
ORD_0000909,1,credit_card,1,113.03
ORD_0000910,1,credit_card,4,323.35
ORD_0000911,1,credit_card,2,98.13
ORD_0000912,1,credit_card,4,130.2
ORD_0000913,1,boleto,1,171.2
ORD_0000914,1,credit_card,3,309.57
ORD_0000915,1,credit_card,4,234.41
ORD_0000916,1,credit_card,4,624.84
ORD_0000917,1,credit_card,1,152.84
ORD_0000918,1,credit_card,1,245.28
ORD_0000919,1,credit_card,1,65.92
ORD_0000920,1,credit_card,2,482.43
ORD_0000921,1,credit_card,1,152.62
ORD_0000922,1,credit_card,6,61.36
ORD_0000923,1,credit_card,1,134.6
ORD_0000924,1,credit_card,1,100.54
ORD_0000925,1,credit_card,2,25.79
ORD_0000926,1,credit_card,6,286.48
ORD_0000927,1,credit_card,1,339.4
ORD_0000928,1,credit_card,1,489.02
ORD_0000929,1,credit_card,6,202.42
ORD_0000930,1,boleto,1,685.16
ORD_0000931,1,credit_card,1,329.62
ORD_0000932,1,credit_card,6,13.73
ORD_0000933,1,credit_card,10,141.41
ORD_0000934,1,credit_card,4,268.74
ORD_0000935,1,credit_card,4,678.37
ORD_0000936,1,credit_card,1,241.3
ORD_0000937,1,credit_card,4,138.42
ORD_0000938,1,credit_card,1,376.14
ORD_0000939,1,boleto,1,472.08
ORD_0000940,1,credit_card,2,413.45
ORD_0000941,1,credit_card,3,46.6
ORD_0000942,1,boleto,1,201.38
ORD_0000943,1,credit_card,1,160.53
ORD_0000944,1,credit_card,1,180.29
ORD_0000945,1,credit_card,3,40.8
ORD_0000946,1,credit_card,1,69.72
ORD_0000947,1,credit_card,1,264.7
ORD_0000948,1,voucher,1,402.99
ORD_0000949,1,credit_card,1,87.04
ORD_0000950,1,credit_card,4,135.89
ORD_0000951,1,credit_card,6,86.7
ORD_0000952,1,boleto,1,806.41
ORD_0000953,1,credit_card,10,421.19
ORD_0000954,1,credit_card,1,360.78
ORD_0000955,1,boleto,1,357.43
ORD_0000956,1,credit_card,10,509.95
ORD_0000957,1,credit_card,3,219.7
ORD_0000958,1,credit_card,1,63.01
ORD_0000959,1,boleto,1,491.42
ORD_0000960,1,credit_card,4,994.13
ORD_0000961,1,credit_card,2,178.42
ORD_0000962,1,credit_card,10,150.39
ORD_0000963,1,credit_card,10,266.42
ORD_0000964,1,credit_card,4,405.46
ORD_0000965,1,credit_card,1,432.7
ORD_0000966,1,credit_card,4,313.37
ORD_0000967,1,credit_card,4,168.71
ORD_0000968,1,credit_card,3,166.5
ORD_0000969,1,credit_card,1,566.85
ORD_0000970,1,boleto,1,405.05
ORD_0000971,1,credit_card,2,154.94
ORD_0000972,1,credit_card,1,381.47
ORD_0000973,1,boleto,1,35.0
ORD_0000974,1,credit_card,1,687.5
ORD_0000975,1,credit_card,1,60.77
ORD_0000976,1,credit_card,10,731.92
ORD_0000977,1,voucher,1,135.57
ORD_0000978,1,credit_card,4,738.97
ORD_0000979,1,voucher,1,367.01
ORD_0000980,1,credit_card,1,33.5
ORD_0000981,1,credit_card,1,191.16
ORD_0000982,1,credit_card,1,365.39
ORD_0000983,1,boleto,1,160.07
ORD_0000984,1,credit_card,1,632.71
ORD_0000985,1,boleto,1,693.18
ORD_0000986,1,boleto,1,447.19
ORD_0000987,1,credit_card,4,64.43
ORD_0000988,1,credit_card,3,405.53
ORD_0000989,1,credit_card,1,203.19
ORD_0000990,1,credit_card,1,402.66
ORD_0000991,1,credit_card,1,206.92
ORD_0000992,1,credit_card,10,255.77
ORD_0000993,1,boleto,1,231.6
ORD_0000994,1,credit_card,2,30.65
ORD_0000995,1,credit_card,10,431.67
ORD_0000996,1,credit_card,1,53.85
ORD_0000997,1,credit_card,3,277.06
ORD_0000998,1,credit_card,1,273.36
ORD_0000999,1,credit_card,6,830.66
ORD_0001000,1,credit_card,3,61.45
